"Number","Start date","Start station number","Start station","End date","End station number","End station","Bike number","Bike model","Total duration","Total duration (ms)"
"158447771","2026-05-31 22:47","001071","Tower Gardens , Tower","2026-05-31 23:14","200238","Westferry DLR, Limehouse","22049","CLASSIC","26m 16s","1576433"
"158447772","2026-05-31 22:47","003464","Green Street, Mayfair","2026-05-31 23:07","001182","Notting Hill Gate Station, Notting Hill","55412","CLASSIC","19m 23s","1163077"
"158447773","2026-05-31 22:47","300065","Clapham Common North Side, Clapham Common","2026-05-31 23:04","200063","Mexfield Road, East Putney","62985","PBSC_EBIKE","16m 35s","995006"
"158447748","2026-05-31 22:46","003463","Argyll Road, Kensington","2026-05-31 22:53","200142","Hammersmith Road, Hammersmith","51854","CLASSIC","6m 56s","416984"
"158447749","2026-05-31 22:46","000974","Guilford Street , Bloomsbury","2026-05-31 22:56","000986","Finsbury Library , Finsbury","21433","CLASSIC","10m 23s","623338"
"158447750","2026-05-31 22:46","200042","York Hall, Bethnal Green","2026-05-31 22:50","200083","Pritchard's Road, Bethnal Green","56590","CLASSIC","3m 20s","200019"
"158447751","2026-05-31 22:46","200255","Devons Road, Bow","2026-05-31 22:56","200115","Flamborough Street, Limehouse","53908","CLASSIC","9m 42s","582453"
"158447752","2026-05-31 22:46","300249","Westminster Pier, Westminster","2026-05-31 23:04","002587","Wormwood Street, Liverpool Street","53997","CLASSIC","17m 24s","1044446"
"158447753","2026-05-31 22:46","300234","Stratford Station, Stratford","2026-05-31 22:51","300213","Monier Road, Hackney Wick","22835","CLASSIC","4m 57s","297273"
"158447754","2026-05-31 22:47","003451","Golden Square, Soho","2026-05-31 23:03","001112","Nutford Place, Marylebone","57006","CLASSIC","16m 45s","1005882"
"158447755","2026-05-31 22:47","001106","Rampayne Street, Pimlico","2026-05-31 23:52","002669","Charlotte Street, Fitzrovia","63153","PBSC_EBIKE","1h 5m 16s","3916987"
"158447756","2026-05-31 22:47","003473","Belgrave Square, Belgravia","2026-05-31 22:58","200183","Battersea Park Road, Nine Elms","59549","CLASSIC","11m 38s","698570"
"158447744","2026-05-31 22:45","200084","Doddington Grove, Kennington","2026-05-31 22:45","200084","Doddington Grove, Kennington","53299","CLASSIC","3s","3068"
"158447745","2026-05-31 22:45","200021","Hermitage Court, Wapping","2026-05-31 23:15","003423","Maida Vale, Maida Vale","42239","CLASSIC","29m 56s","1796297"
"158447746","2026-05-31 22:45","200027","Ford Road, Old Ford","2026-05-31 22:51","300213","Monier Road, Hackney Wick","60489","PBSC_EBIKE","5m 35s","335752"
"158447747","2026-05-31 22:46","300051","Hibbert Street, Battersea","2026-05-31 22:49","200120","Grant Road East, Clapham Junction","52193","CLASSIC","3m 10s","190875"
"158447737","2026-05-31 22:45","200163","Jubilee Plaza, Canary Wharf","2026-05-31 23:07","022172","Bromley High Street, Bow","51834","CLASSIC","22m 15s","1335946"
"158447738","2026-05-31 22:45","001073","Kennington Road Post Office, Oval","2026-05-31 23:31","300067","Grenfell Road, Avondale","51851","CLASSIC","45m 54s","2754941"
"158447739","2026-05-31 22:45","001052","Soho Square , Soho","2026-05-31 22:52","001008","Hatton Wall, Holborn","62874","PBSC_EBIKE","7m 14s","434025"
"158447740","2026-05-31 22:45","003451","Golden Square, Soho","2026-05-31 23:03","001112","Nutford Place, Marylebone","59826","CLASSIC","18m 16s","1096045"
"158447741","2026-05-31 22:45","300069","Harcourt Terrace, West Brompton","2026-05-31 23:08","001227","Devonshire Terrace, Bayswater","59535","CLASSIC","23m 4s","1384143"
"158447742","2026-05-31 22:45","200131","Clarkson Street, Bethnal Green","2026-05-31 23:07","001081","Liverpool Road (N1 Centre), Angel","59365","CLASSIC","22m 20s","1340180"
"158447743","2026-05-31 22:45","003497","Rathbone Street, Fitzrovia","2026-05-31 23:03","300081","Haggerston Road, Haggerston","55989","CLASSIC","17m 19s","1039930"
"158447727","2026-05-31 22:44","001136","London Zoo,  The Regent's Park","2026-05-31 22:53","000972","Hampstead Road, Euston","56745","CLASSIC","9m 27s","567909"
"158447728","2026-05-31 22:44","300044","Putney Bridge Road, East Putney","2026-06-01 00:25","200166","Southerton Road, Hammersmith","57979","CLASSIC","1h 41m 37s","6097117"
"158447729","2026-05-31 22:44","200255","Devons Road, Bow","2026-05-31 23:00","200251","Bow Road Station, Bow","60505","PBSC_EBIKE","16m 25s","985918"
"158447730","2026-05-31 22:44","003457","Rochester Row, Westminster","2026-05-31 23:04","200110","Bishop's Bridge Road West, Bayswater","61127","PBSC_EBIKE","20m 5s","1205283"
"158447731","2026-05-31 22:44","003435","Gloucester Road (Central), South Kensington","2026-05-31 23:25","200190","Queen's Circus, Battersea Park","21435","CLASSIC","41m 35s","2495496"
"158447732","2026-05-31 22:44","200179","Silverthorne Road, Battersea","2026-05-31 22:52","001000","Vauxhall Cross, Vauxhall","54216","CLASSIC","8m 18s","498975"
"158447733","2026-05-31 22:44","003488","Charles II Street, West End","2026-05-31 23:06","002680","Harrowby Street, Marylebone","51223","CLASSIC","21m 59s","1319729"
"158447734","2026-05-31 22:44","300069","Harcourt Terrace, West Brompton","2026-05-31 23:08","001227","Devonshire Terrace, Bayswater","54361","CLASSIC","23m 46s","1426877"
"158447735","2026-05-31 22:44","001000","Vauxhall Cross, Vauxhall","2026-05-31 22:56","200179","Silverthorne Road, Battersea","55971","CLASSIC","11m 20s","680851"
"158447736","2026-05-31 22:45","200004","Lightermans Road, Millwall","2026-05-31 22:51","200054","Jubilee Crescent, Cubitt Town","51450","CLASSIC","6m 12s","372755"
"158447708","2026-05-31 22:43","300012","Irene Road, Parsons Green","2026-05-31 22:55","200097","Beryl Road, Hammersmith","23779","CLASSIC","12m 17s","737238"
"158447709","2026-05-31 22:43","001136","London Zoo,  The Regent's Park","2026-05-31 22:53","000972","Hampstead Road, Euston","22403","CLASSIC","10m 18s","618150"
"158447710","2026-05-31 22:43","200166","Southerton Road, Hammersmith","2026-05-31 23:16","200105","Bonny Street, Camden Town","58048","CLASSIC","32m 50s","1970397"
"158447711","2026-05-31 22:43","300206","Saltoun Road, Brixton","2026-05-31 23:15","001137","Harper Road, The Borough","30963","CLASSIC","31m 38s","1898517"
"158447712","2026-05-31 22:43","001136","London Zoo,  The Regent's Park","2026-05-31 22:53","000972","Hampstead Road, Euston","50323","CLASSIC","10m 13s","613147"
"158447713","2026-05-31 22:43","200256","Sutton Street, Shadwell","2026-05-31 22:49","200250","Cleveland Way, Stepney","57260","CLASSIC","5m 38s","338747"
"158447714","2026-05-31 22:43","001002","Holy Trinity Brompton, Knightsbridge","2026-05-31 22:55","003436","Derry Street, Kensington","55420","CLASSIC","12m 1s","721606"
"158447715","2026-05-31 22:43","200255","Devons Road, Bow","2026-05-31 22:47","200255","Devons Road, Bow","62868","PBSC_EBIKE","4m 6s","246874"
"158447716","2026-05-31 22:43","300206","Saltoun Road, Brixton","2026-05-31 23:26","001137","Harper Road, The Borough","30826","CLASSIC","42m 20s","2540592"
"158447717","2026-05-31 22:43","001032","New Inn Yard, Shoreditch","2026-05-31 22:50","200152","Pitfield Street North,Hoxton","52545","CLASSIC","7m 1s","421253"
"158447718","2026-05-31 22:43","003435","Gloucester Road (Central), South Kensington","2026-05-31 23:26","200190","Queen's Circus, Battersea Park","23951","CLASSIC","42m 32s","2552149"
"158447719","2026-05-31 22:43","300206","Saltoun Road, Brixton","2026-05-31 23:26","001137","Harper Road, The Borough","35496","CLASSIC","42m 29s","2549094"
"158447720","2026-05-31 22:43","001136","London Zoo,  The Regent's Park","2026-05-31 22:53","000972","Hampstead Road, Euston","23190","CLASSIC","9m 46s","586811"
"158447721","2026-05-31 22:43","200240","Ferndale Road, Brixton","2026-05-31 22:47","300229","Sidney Road, Stockwell","52691","CLASSIC","3m 30s","210531"
"158447722","2026-05-31 22:43","001122","Ashley Place, Victoria","2026-05-31 22:55","200133","South Lambeth Road, Vauxhall","55774","CLASSIC","11m 44s","704441"
"158447723","2026-05-31 22:43","003504","Moor Street, Soho","2026-05-31 23:35","300233","Aquatic Centre, Queen Elizabeth Olympic Park","51286","CLASSIC","51m 41s","3101145"
"158447724","2026-05-31 22:43","300069","Harcourt Terrace, West Brompton","2026-05-31 23:12","010625","Penfold Street, Marylebone","51865","CLASSIC","28m 46s","1726303"
"158447725","2026-05-31 22:43","001150","Queensway, Kensington Gardens","2026-05-31 23:00","003444","Penywern Road, Earl's Court","57613","CLASSIC","16m 13s","973858"
"158447726","2026-05-31 22:44","200115","Flamborough Street, Limehouse","2026-05-31 22:54","200234","Bancroft Road, Bethnal Green","52438","CLASSIC","10m 5s","605950"
"158447688","2026-05-31 22:42","000996","Borough High Street, The Borough","2026-05-31 22:47","003498","Geraldine Street, Elephant & Castle","51789","CLASSIC","5m 20s","320054"
"158447689","2026-05-31 22:42","000973","Bethnal Green Road, Shoreditch","2026-05-31 23:16","002660","Frith Street, Soho","52069","CLASSIC","34m 50s","2090994"
"158447690","2026-05-31 22:42","001068","Norton Folgate, Liverpool Street","2026-05-31 22:50","001051","Shoreditch Park, Hoxton","52522","CLASSIC","8m 23s","503477"
"158447691","2026-05-31 22:42","000959","Milroy Walk, South Bank","2026-05-31 22:55","001226","Macclesfield Rd, St Lukes","56597","CLASSIC","13m 17s","797661"
"158447692","2026-05-31 22:42","003460","Warwick Square, Pimlico","2026-05-31 23:16","001138","Elizabeth Bridge, Victoria","58652","CLASSIC","33m 55s","2035753"
"158447693","2026-05-31 22:42","001204","Queen's Gate (North), Kensington","2026-05-31 22:52","003490","Southwick Street, Paddington","21562","CLASSIC","10m 2s","602629"
"158447694","2026-05-31 22:42","001190","Kennington Lane Rail Bridge, Vauxhall","2026-05-31 23:13","200108","Bishop's Bridge Road East, Bayswater","55945","CLASSIC","31m 30s","1890428"
"158447695","2026-05-31 22:42","003444","Penywern Road, Earl's Court","2026-05-31 22:57","001120","Chepstow Villas, Notting Hill","50881","CLASSIC","15m 10s","910469"
"158447696","2026-05-31 22:42","300206","Saltoun Road, Brixton","2026-05-31 23:24","022175","Canton Street, Poplar","62365","PBSC_EBIKE","42m 10s","2530018"
"158447697","2026-05-31 22:42","300206","Saltoun Road, Brixton","2026-05-31 23:24","022175","Canton Street, Poplar","62647","PBSC_EBIKE","42m 17s","2537052"
"158447698","2026-05-31 22:42","003488","Charles II Street, West End","2026-05-31 23:07","002680","Harrowby Street, Marylebone","59949","CLASSIC","24m 30s","1470168"
"158447699","2026-05-31 22:42","001155","Regency Street, Westminster","2026-05-31 23:11","001111","St. Pancras Way, Camden Town","62989","PBSC_EBIKE","29m 25s","1765736"
"158447701","2026-05-31 22:42","001190","Kennington Lane Rail Bridge, Vauxhall","2026-05-31 22:46","003434","Sancroft Street, Vauxhall","53030","CLASSIC","4m 7s","247006"
"158447702","2026-05-31 22:42","001019","Ampton Street , Clerkenwell","2026-05-31 23:03","022177","Christian Street, Whitechapel","52653","CLASSIC","21m 9s","1269384"
"158447703","2026-05-31 22:42","001214","Kensington Olympia Station, Olympia","2026-05-31 22:49","200116","Vereker Road, West Kensington","55442","CLASSIC","6m 21s","381571"
"158447704","2026-05-31 22:42","003442","Abingdon Villas, Kensington","2026-05-31 23:23","300087","Imperial Road, Sands End","63499","PBSC_EBIKE","40m 50s","2450754"
"158447705","2026-05-31 22:42","003488","Charles II Street, West End","2026-05-31 23:06","002680","Harrowby Street, Marylebone","59879","CLASSIC","24m 4s","1444841"
"158447706","2026-05-31 22:43","200215","Greyhound Road, Hammersmith","2026-05-31 23:00","200215","Greyhound Road, Hammersmith","52355","CLASSIC","17m 9s","1029903"
"158447707","2026-05-31 22:43","200215","Greyhound Road, Hammersmith","2026-05-31 23:00","200215","Greyhound Road, Hammersmith","35638","CLASSIC","17m 11s","1031650"
"158447675","2026-05-31 22:41","001141","Kingsway, Covent Garden","2026-05-31 22:52","002693","Shouldham Street, Marylebone","60370","PBSC_EBIKE","11m 5s","665768"
"158447676","2026-05-31 22:41","200054","Jubilee Crescent, Cubitt Town","2026-05-31 23:10","200054","Jubilee Crescent, Cubitt Town","40959","CLASSIC","29m 31s","1771327"
"158447677","2026-05-31 22:41","200054","Jubilee Crescent, Cubitt Town","2026-05-31 23:10","200054","Jubilee Crescent, Cubitt Town","57075","CLASSIC","29m 44s","1784675"
"158447678","2026-05-31 22:41","300079","London Street, Paddington","2026-05-31 23:10","001118","Hampton Street, Walworth","30048","CLASSIC","29m 25s","1765617"
"158447679","2026-05-31 22:41","001209","Empire Square, The Borough","2026-05-31 22:43","001137","Harper Road, The Borough","57673","CLASSIC","2m 34s","154989"
"158447680","2026-05-31 22:41","001204","Queen's Gate (North), Kensington","2026-05-31 22:52","003490","Southwick Street, Paddington","51453","CLASSIC","10m 54s","654665"
"158447681","2026-05-31 22:41","001028","William IV Street, Strand","2026-05-31 22:47","001176","Waterloo Road, South Bank","54997","CLASSIC","5m 39s","339523"
"158447682","2026-05-31 22:41","001218","Flood Street, Chelsea","2026-05-31 22:53","200192","Fawcett Close, Battersea","58140","CLASSIC","11m 50s","710044"
"158447684","2026-05-31 22:41","200122","Hawley Crescent, Camden Town","2026-05-31 23:08","000991","Crosswall, Tower","55592","CLASSIC","26m 46s","1606073"
"158447685","2026-05-31 22:41","002660","Frith Street, Soho","2026-05-31 22:50","022161","Vincent Street, Pimlico","62251","PBSC_EBIKE","8m 57s","537645"
"158447686","2026-05-31 22:41","003465","Eccleston Place, Victoria","2026-05-31 23:04","001130","Grove End Road, St. John's Wood","60337","PBSC_EBIKE","22m 22s","1342243"
"158447687","2026-05-31 22:42","001155","Regency Street, Westminster","2026-05-31 22:42","001155","Regency Street, Westminster","62989","PBSC_EBIKE","3s","3044"
"158447666","2026-05-31 22:40","002694","Clapham Common Station, Clapham Common","2026-05-31 22:46","200199","Stanley Grove, Battersea","40230","CLASSIC","5m 58s","358565"
"158447667","2026-05-31 22:40","001038","Harrington Square 1, Camden Town","2026-05-31 22:52","300072","Broadley Terrace, Marylebone","57440","CLASSIC","12m 2s","722069"
"158447668","2026-05-31 22:40","003476","Hinde Street, Marylebone","2026-05-31 22:52","003464","Green Street, Mayfair","54785","CLASSIC","12m 13s","733345"
"158447669","2026-05-31 22:40","300204","Victoria Rise, Clapham Common","2026-05-31 23:06","300078","Oxford Road, Putney","56462","CLASSIC","26m 4s","1564369"
"158447670","2026-05-31 22:40","001075","Hyde Park Corner, Hyde Park","2026-05-31 23:52","300057","Westbourne Park Road, Portobello","57135","CLASSIC","1h 11m 34s","4294190"
"158447671","2026-05-31 22:40","022179","Exhibition Road, Knightsbridge","2026-05-31 22:53","300091","Hortensia Road, West Brompton","53389","CLASSIC","12m 57s","777936"
"158447672","2026-05-31 22:40","001071","Tower Gardens , Tower","2026-05-31 22:47","001102","Leman Street, Aldgate","57710","CLASSIC","6m 40s","400019"
"158447673","2026-05-31 22:40","000973","Bethnal Green Road, Shoreditch","2026-05-31 23:16","002660","Frith Street, Soho","30234","CLASSIC","35m 40s","2140940"
"158447674","2026-05-31 22:41","001071","Tower Gardens , Tower","2026-05-31 22:58","010624","Strata, Elephant & Castle","51728","CLASSIC","17m 21s","1041303"
"158447648","2026-05-31 22:39","010629","Rotherhithe Roundabout, Rotherhithe","2026-05-31 22:54","001102","Leman Street, Aldgate","56525","CLASSIC","14m 37s","877105"
"158447649","2026-05-31 22:39","001165","Riverlight North, Nine Elms","2026-05-31 22:42","001000","Vauxhall Cross, Vauxhall","64120","PBSC_EBIKE","2m 44s","164458"
"158447650","2026-05-31 22:39","000968","Warwick Row, Westminster","2026-05-31 22:52","200207","Hartington Road, Stockwell","57297","CLASSIC","13m 15s","795221"
"158447651","2026-05-31 22:39","300021","Podium, Queen Elizabeth Olympic Park","2026-05-31 22:59","300233","Aquatic Centre, Queen Elizabeth Olympic Park","30929","CLASSIC","19m 29s","1169603"
"158447652","2026-05-31 22:39","300020","West Kensington Station, West Kensington","2026-05-31 23:19","003452","Panton Street, West End","50503","CLASSIC","39m 23s","2363271"
"158447653","2026-05-31 22:39","001163","Wardour Street, Soho","2026-05-31 23:26","200078","Aberfeldy Street, Poplar","57339","CLASSIC","46m 33s","2793854"
"158447655","2026-05-31 22:39","001107","Gloucester Road Station, South Kensington","2026-05-31 22:48","002633","Palace Gardens Terrace, Notting Hill","52813","CLASSIC","8m 34s","514216"
"158447656","2026-05-31 22:39","200178","Buckingham Gate, Westminster","2026-05-31 22:47","300249","Westminster Pier, Westminster","50832","CLASSIC","7m 12s","432777"
"158447657","2026-05-31 22:39","001001","West Cromwell Road, Earl's Court","2026-05-31 23:20","200034","Wapping Lane, Wapping","54708","CLASSIC","40m 12s","2412496"
"158447660","2026-05-31 22:39","200155","Gascoyne Road, Victoria Park","2026-05-31 22:45","200014","Gunmakers Lane, Old Ford","54238","CLASSIC","5m 18s","318342"
"158447661","2026-05-31 22:40","001005","Eversholt Street , Camden Town","2026-05-31 22:53","300031","Islington Green, Angel","51210","CLASSIC","13m 10s","790725"
"158447662","2026-05-31 22:40","003476","Hinde Street, Marylebone","2026-05-31 22:52","003464","Green Street, Mayfair","35771","CLASSIC","12m 44s","764258"
