object_key,size_bytes,last_modified,publication_period_start,publication_period_end,schema_family,header_variant_id,header_variant_key,local_retained,local_size_matches_listing,content_sha256,raw_rows,silver_rows,quarantine_rows,reconciliation_delta,supersedes_object_key,supersession_evidence,evidence_class,incident_classification,publication_status,notes
usage-stats/371JourneyDataExtract22May2023-28May2023.csv,34374654,2023-06-21T14:25:56.000Z,2023-05-22,2023-05-28,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,35afb69a2391ba721fdf266c39958045a69db25622301f515da0830637a4463a,206323,206323,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/372JourneyDataExtract29May2023-04Jun2023.csv,30670181,2023-06-21T14:25:56.000Z,2023-05-29,2023-06-04,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,430fdc2fa4e37f80518ba8ffeecb1205eaac44173e7a7da08d458acf3585d669,183734,183733,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/373JourneyDataExtract05Jun2023-11Jun2023.csv,33531082,2023-06-21T14:25:56.000Z,2023-06-05,2023-06-11,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,722c3e51d657ede5d77aa9125f831492cebe1c6383dc4fd56cc229d89eaba6ec,201284,201284,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/374JourneyDataExtract12Jun2023-18Jun2023.csv,34641049,2023-06-21T14:25:56.000Z,2023-06-12,2023-06-18,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,7b6e25822e9e3484289a8f71587fda1f0f59d9c5b85c0ff3bf69a01368978fc6,207960,207960,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/375JourneyDataExtract19Jun2023-30Jun2023.csv,61148397,2023-12-13T11:05:54.000Z,2023-06-19,2023-06-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,197b1a73a3856e8c09e79331e16dc9101e93edaee768e8997276ab7001ce3766,367261,367260,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/376JourneyDataExtract01Jul2023-14Jul2023.csv,63598935,2023-12-13T11:05:54.000Z,2023-07-01,2023-07-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,16c7bdda02f0b6d11929a17fed4a26e07dbdca44a0bf83677e60f26f5613acea,382286,382286,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/377JourneyDataExtract15Jul2023-31Jul2023.csv,70633191,2023-12-13T11:58:34.000Z,2023-07-15,2023-07-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,2611de0a830b85f9e55becb6f4604018c6eb10e25ec4979dfcfe91b33f95a4a7,424466,424466,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/378JourneyDataExtract01Aug2023-14Aug2023.csv,56813151,2023-12-13T11:58:34.000Z,2023-08-01,2023-08-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,567fb72c7d1d0116a59bcb15c2419328323ec43fa14ee9d6c432e3e6d2d4214d,341376,341376,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/378JourneyDataExtract15Aug2023-31Aug2023.csv,72448753,2023-12-13T11:58:34.000Z,2023-08-15,2023-08-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,fa27677519f6f2eba580455ba200f582fea136b5a8dde9254e65b445f494d86a,435151,435151,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/379JourneyDataExtract01Sep2023-14Sep2023.csv,67233147,2023-12-13T11:58:34.000Z,2023-09-01,2023-09-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,87a98aedaa3665bc9f571b7f1a132c9d0943c1bd09f4c42122094722bd352541,404062,404062,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/37JourneyDataExtract21Dec2016-27Dec2016.csv,15407215,2017-02-02T17:10:57.000Z,2016-12-21,2016-12-27,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/380JourneyDataExtract15Sep2023-30Sep2023.csv,73394524,2023-12-13T11:58:34.000Z,2023-09-15,2023-09-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,a7eaa17c4e228e697dd326e51e5c1dfcebf82845dc45b504ec949cd36e479f84,441257,441257,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/381JourneyDataExtract01Oct2023-14Oct2023.csv,67159210,2023-12-13T11:58:34.000Z,2023-10-01,2023-10-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,09268760db16420ccffde2be61361748cf56f88ff1f0ca59294da40c451e8df8,403600,403599,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/382JourneyDataExtract15Oct2023-31Oct2023.csv,63783003,2023-12-13T11:58:34.000Z,2023-10-15,2023-10-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,23e3153ec0a982904a1bbaeabddc1aee1e2d4a13b2ae2456bb09f950ae96eadd,383804,383804,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/383JourneyDataExtract01Nov2023-14Nov2023.csv,50152156,2023-12-13T11:58:34.000Z,2023-11-01,2023-11-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,673a4494011f902950b543beec3da463f957ae6dcfe7fced9c8300fc4a75b991,301885,301885,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/384JourneyDataExtract15Nov2023-30Nov2023.csv,59996947,2023-12-13T11:58:34.000Z,2023-11-15,2023-11-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,22269d8c577e15e14ed2ece70b16881265060c23e4a4fe6391fb6ad02d298713,361446,361446,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/385JourneyDataExtract01Dec2023-14Dec2023.csv,43722320,2024-05-13T14:20:39.000Z,2023-12-01,2023-12-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,db471870cf57b23b7107fe0d98fe047977b6f00d12442b5f66311237148bded8,263515,263515,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/386JourneyDataExtract15Dec2023-31Dec2023.csv,34807868,2024-05-13T14:20:39.000Z,2023-12-15,2023-12-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,48ac805cdbda44aec2586b62a08bdb963fee1bd9ae73d98aec6af7967d60c70b,209428,209427,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/387JourneyDataExtract01Jan2024-14Jan2024.csv,35288315,2024-05-13T14:20:39.000Z,2024-01-01,2024-01-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,dade2f1ade656b14971175b14e2da5ec498fbf3ca1fb87d240fc4827d3c5cd09,212582,212582,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/388JourneyDataExtract15Jan2024-31Jan2024.csv,57269302,2024-05-13T14:20:39.000Z,2024-01-15,2024-01-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,6b87c705289aabd1d533741e8a5a0612f55a04175d60f5e206d968f9dea24f1b,345145,345145,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/389JourneyDataExtract01Feb2024-14Feb2024.csv,45206863,2024-05-13T14:20:39.000Z,2024-02-01,2024-02-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,243612225645a8d1d4242d3195d28d291544b51a9b152ecb66387ebdba2be14c,272325,272325,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/38JourneyDataExtract28Dec2016-03Jan2017.csv,10688750,2017-02-02T17:11:55.000Z,2016-12-28,2017-01-03,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/390JourneyDataExtract15Feb2024-29Feb2024.csv,48976464,2024-05-13T14:20:39.000Z,2024-02-15,2024-02-29,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,b2220681f2a70534cf02f9bc22376cab3fef8c47ae2feef2967db05bc31f10a0,294935,294935,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/391JourneyDataExtract01Mar2024-14Mar2024.csv,47091544,2024-05-13T14:20:39.000Z,2024-03-01,2024-03-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,49dcbd95a697975b71417f051d104000dd67273bc65d5227f99bd767349355e7,283649,283648,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/392JourneyDataExtract15Mar2024-31Mar2024.csv,60214297,2024-05-13T14:20:39.000Z,2024-03-15,2024-03-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,ce4133eebcf4d79c827f29c7c568824cff12be2b35e000af2735be0b6d4175c0,362360,362360,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/393JourneyDataExtract01Apr2024-14Apr2024.csv,52458827,2024-05-13T14:20:39.000Z,2024-04-01,2024-04-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,48cf3b277ea3f700aff6b48ce6bf1a2e1940ea06c57802a24b08eeb90ba7ccc3,315422,315421,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/394JourneyDataExtract15Apr2024-30Apr2024.csv,61159381,2024-05-13T14:20:39.000Z,2024-04-15,2024-04-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,0af8a432200d1108a0e8b84b01ec36449b8e12ba396236df0ee80f7d55551a3c,368229,368229,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/395JourneyDataExtract01May2024-14May2024.csv,62311675,2024-08-28T09:09:34.000Z,2024-05-01,2024-05-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,5c43b7009c6ae6edffb9da64d9d691d425ee04529a248f62852676ec850520eb,374146,374146,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/396JourneyDataExtract15May2024-31May2024.csv,74318164,2024-08-28T09:09:34.000Z,2024-05-15,2024-05-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,071f604e884c806bd90a296c98cf15e44048372934d2506a52e038bdfabf0f15,446416,446416,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/397JourneyDataExtract01Jun2024-14Jun2024.csv,64348570,2024-08-28T09:09:34.000Z,2024-06-01,2024-06-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,bcadd823ce3166e7d769bfd57e856f84e4eaaf836043bb94aee08700714832d5,386566,386565,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/398JourneyDataExtract15Jun2024-30Jun2024.csv,80246008,2024-08-28T09:09:34.000Z,2024-06-15,2024-06-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,671690c25f08079cdc2bb096b55c091fb5ed4cb777eb8313bdec64d9114db102,481348,481345,3,0,,,observed,none,metadata_and_local_hash,
usage-stats/399JourneyDataExtract01Jul2024-14Jul2024.csv,60294455,2024-08-28T09:09:34.000Z,2024-07-01,2024-07-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,78e90afe28428daef9234f22549cd06a46ab9190a7a62082dcadd3f4bb34c6ae,362391,362391,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/39JourneyDataExtract04Jan2017-10Jan2017.csv,19106889,2017-03-15T16:59:26.000Z,2017-01-04,2017-01-10,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/3a.JourneyDataExtract01Mar15-15Mar15.csv,41814096,2016-08-24T14:13:18.000Z,2015-03-01,2015-03-15,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/3b.JourneyDataExtract16Mar15-31Mar15.csv,42438904,2016-08-24T14:13:26.000Z,2015-03-16,2015-03-31,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/400JourneyDataExtract15Jul2024-31Jul2024.csv,86421862,2024-08-28T09:09:34.000Z,2024-07-15,2024-07-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,d32e5845c5cae009523849a0f87e8ed49f467a43f53819849f065824de1c6619,518772,518772,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/401JourneyDataExtract01Aug2024-14Aug2024.csv,60177559,2025-02-16T20:41:47.000Z,2024-08-01,2024-08-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,b18fa349faacf5d3eb88f88ae47579600d5b666213681413406289d8a8bc12ac,411370,411369,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/402JourneyDataExtract15Aug2024-26Aug2024.csv,45748958,2025-02-16T20:41:48.000Z,2024-08-15,2024-08-26,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,d9bf5bfac4721a71cbf6c634693f6e505715c736a27d3b1b5ac0ea7002e8f476,312551,312551,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/403JourneyDataExtract27Aug2024-17Sep2024.csv,87937845,2025-02-16T20:41:48.000Z,2024-08-27,2024-09-17,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,1c8faab0fb5f0d73d0f94c0428f2f6ce6f095e0d3d84f9502598d9cf788371a3,602120,602120,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/404JourneyDataExtract18Sep2024-30Sep2024.csv,48900744,2025-02-16T20:41:48.000Z,2024-09-18,2024-09-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,d658eaa35d179b5ebe29207e5dba6e403cfb7b53d5867408a709de2e45dabef1,335129,335129,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/405JourneyDataExtract01Oct2024-14Oct2024.csv,59142204,2025-02-16T20:41:47.000Z,2024-10-01,2024-10-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,604e285556e123dcf9e4470c8d0f4694772939ceb236acc9b7b900fdf18ec355,355446,355446,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/406JourneyDataExtract15Oct2024-31Oct2024.csv,79182733,2025-02-16T20:41:48.000Z,2024-10-15,2024-10-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,f0a75242876dd68d0ebd5eaae9e909151f9f5993e8d295c97b8aafef2633661a,475738,475736,2,0,,,observed,none,metadata_and_local_hash,
usage-stats/407JourneyDataExtract01Nov2024-14Nov2024.csv,60654989,2025-02-16T20:41:47.000Z,2024-11-01,2024-11-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,28476e75a62c572bc6682e6da2e6520e7aba3bc1fc2b174c8d25a73db515bb1f,364404,364403,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/408JourneyDataExtract15Nov2024-30Nov2024.csv,57806300,2025-02-16T20:41:48.000Z,2024-11-15,2024-11-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,c64bda1bd5f3904bfa6e3bc0f99e70b5d8b33924dd9ded006c73f31a8db7d28f,347508,347508,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/409JourneyDataExtract01Dec2024-14Dec2024.csv,47984093,2025-02-16T20:41:48.000Z,2024-12-01,2024-12-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,72f89a533c25ea258034e5930f2f77bb0b93e66c1337d04e15b8fa5ccb367a2b,288698,288697,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/40JourneyDataExtract11Jan2017-17Jan2017.csv,16105427,2017-02-02T17:12:02.000Z,2017-01-11,2017-01-17,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/410JourneyDataExtract15Dec2024-31Dec2024.csv,39585718,2025-02-16T20:41:47.000Z,2024-12-15,2024-12-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,db7031f2ddf78b384bd6be918b56e8c54261191262ac3e393610981d1e2e0dfd,237902,237902,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/411JourneyDataExtract01Jan2025-14Jan2025.csv,35487380,2025-02-16T20:41:47.000Z,2025-01-01,2025-01-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,ce9133a9108f9f7b9d83ba2cba3b1b756193a53755bfdd8c26a2a252ade92f09,213400,213400,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/412JourneyDataExtract15Jan2025-31Jan2025.csv,58964720,2025-02-16T20:41:47.000Z,2025-01-15,2025-01-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,0faf1e65463c35926d75bd0f2266654a3f95280489cb601f6802c19ce1be1db3,354634,354634,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/413JourneyDataExtract01Feb2025-14Feb2025.csv,47516963,2025-06-24T10:19:55.000Z,2025-02-01,2025-02-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,777a5e1fff40c369fa2b8001060f90529cd34a1f1bcb9334c62c160f4b5dc783,285681,285681,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/414JourneyDataExtract15Feb2025-28Feb2025.csv,48017777,2025-06-24T10:19:55.000Z,2025-02-15,2025-02-28,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,0d52f9e466ad57c4cac108284f5e6e8960305c2f742fd8ef608c94ffe18e4762,288603,288603,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/415JourneyDataExtract01Mar2025-14Mar2025.csv,58191179,2025-06-24T10:19:55.000Z,2025-03-01,2025-03-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,33d0a566f97fbf85adc9bfcfab15ab7697318cef97480dc559618697eadbd590,349388,349388,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/416JourneyDataExtract15Mar2025-31Mar2025.csv,70889324,2025-06-24T10:19:55.000Z,2025-03-15,2025-03-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,edaa499c754ad4e91d7e7d513f7ace327f17582ebec64e6f3be2798cb437d5ca,425739,425738,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/417JourneyDataExtract01Apr2025-14Apr2025.csv,61342484,2025-06-24T10:19:55.000Z,2025-04-01,2025-04-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,17279f225d4e2d36b18c6712b15507067e0d1deca955a2ecd693c529952bb42f,368361,368361,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/418JourneyDataExtract15Apr2025-30Apr2025.csv,65561775,2025-06-24T10:19:55.000Z,2025-04-15,2025-04-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,6932c318cd3ea101ba2d61219339810e3f673937791a8b335156ee8f5bb6f9d7,393071,393070,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/419JourneyDataExtract01May2025-14May2025.csv,67375769,2025-06-24T10:19:55.000Z,2025-05-01,2025-05-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,a3e7abdfb5c4b95565813a218c933b27d6028e84b7ed2f566ad9d587fd9e10b3,404002,404001,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/41JourneyDataExtract18Jan2017-24Jan2017.csv,19613581,2017-02-02T17:12:05.000Z,2017-01-18,2017-01-24,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/420JourneyDataExtract14May2025-31May2025.csv,76007279,2025-06-24T10:19:55.000Z,2025-05-14,2025-05-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,0c26536d9da174787b43b5b39eb3b7df5862f0a77afaef5a4ae49adbe11172c7,455584,455584,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/421JourneyDataExtract01Jun2025-15Jun2025.csv,66377215,2026-01-02T18:07:15.000Z,2025-06-01,2025-06-15,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,468b9b44b294995ea14091261e4deadc22da3e6825ff6305e4fe673f1b7d9456,397655,397592,63,0,,,observed,none,metadata_and_local_hash,
usage-stats/422JourneyDataExtract15Jun2025-30Jun2025.csv,76875459,2026-01-02T18:07:15.000Z,2025-06-15,2025-06-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,5ade9439fd48ab9c2ab55c8f2ac89061df9d229f0febd06dd10d037c6f46f648,460783,460714,69,0,,,observed,none,metadata_and_local_hash,
usage-stats/423JourneyDataExtract01Jul2025-15Jul2025.csv,75928947,2026-01-14T15:48:39.000Z,2025-07-01,2025-07-15,nextgen,sha256:acb72a406ae5c01d81b0ff13f11291117ad7609a8e491d84b0232951e9907636,nextgen_station_names_first,true,true,bf33b4176ad93ff689290bb9094e77429d3174d9fd559a13856fb606933b5ff9,455095,455095,0,0,,,observed,reordered_header,metadata_and_local_hash,
usage-stats/424JourneyDataExtract16Jul2025-31Jul2025.csv,73961902,2026-01-14T15:48:39.000Z,2025-07-16,2025-07-31,nextgen,sha256:8f4bcab54708e7b33d943a4b9b323c66008ec09ee445918564c6fedbd194e418,nextgen_interleaved_station_order,true,true,bf1ab299cd7c2381e73ed4ed98b831d7b8ceb7ec88feeb3fadce92e71d6d1fd1,443593,443590,3,0,,,observed,reordered_header,metadata_and_local_hash,
usage-stats/425JourneyDataExtract01Aug2025-15Aug2025.csv,65161873,2026-01-14T15:48:39.000Z,2025-08-01,2025-08-15,nextgen,sha256:acb72a406ae5c01d81b0ff13f11291117ad7609a8e491d84b0232951e9907636,nextgen_station_names_first,true,true,693e4de27c3724a1385bdeeb07fb5538efbebe6cedc37c143486a3bd51306869,390425,390425,0,0,,,observed,reordered_header,metadata_and_local_hash,
usage-stats/426JourneyDataExtract16Aug2025-31Aug2025.csv,69219970,2026-01-14T15:48:39.000Z,2025-08-16,2025-08-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,eece1662c38fa34e6d004ce8e189ca482d7aebf52fd05c2f9771a88dfd9c4ba6,414520,414466,54,0,,,observed,none,metadata_and_local_hash,
usage-stats/427JourneyDataExtract01Sep2025-15Sep2025.csv,72863288,2026-01-14T15:48:39.000Z,2025-09-01,2025-09-15,nextgen,sha256:acb72a406ae5c01d81b0ff13f11291117ad7609a8e491d84b0232951e9907636,nextgen_station_names_first,true,true,8698665b27022fc73b23bfd1f63c8f22dfa37a31f53699d5a296b618fb4242c3,437252,437250,2,0,,,observed,reordered_header,metadata_and_local_hash,
usage-stats/428JourneyDataExtract16Sep2025-30Sep2025.csv,71451203,2026-01-14T15:48:39.000Z,2025-09-16,2025-09-30,nextgen,sha256:acb72a406ae5c01d81b0ff13f11291117ad7609a8e491d84b0232951e9907636,nextgen_station_names_first,true,true,07462141c12679e0b470c7527cac2aecab41316561d1c64f5d0e09a1af4eb52d,429097,429096,1,0,,,observed,reordered_header,metadata_and_local_hash,
usage-stats/429JourneyDataExtract01Oct2025-15Oct2025.csv,71897577,2026-01-14T15:48:39.000Z,2025-10-01,2025-10-15,nextgen,sha256:acb72a406ae5c01d81b0ff13f11291117ad7609a8e491d84b0232951e9907636,nextgen_station_names_first,true,true,dc75922e638580e974cf2ba55cff27f8e8af8379a5beacd0c1c11be16785f14b,431748,431747,1,0,,,observed,reordered_header,metadata_and_local_hash,
usage-stats/42JourneyDataExtract25Jan2017-31Jan2017.csv,17726211,2017-02-02T17:12:10.000Z,2017-01-25,2017-01-31,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/430JourneyDataExtract16Oct2025-31Oct2025.csv,66414073,2026-01-14T15:48:39.000Z,2025-10-16,2025-10-31,nextgen,sha256:acb72a406ae5c01d81b0ff13f11291117ad7609a8e491d84b0232951e9907636,nextgen_station_names_first,true,true,cf58047f359e98f779e29dccc498cafbf1ce5eb9c7a3fda920bb8445e24175a9,398859,398859,0,0,,,observed,reordered_header,metadata_and_local_hash,
usage-stats/431JourneyDataExtract01Nov2025-15Nov2025.csv,62675734,2026-01-14T15:48:39.000Z,2025-11-01,2025-11-15,nextgen,sha256:acb72a406ae5c01d81b0ff13f11291117ad7609a8e491d84b0232951e9907636,nextgen_station_names_first,true,true,2a8bc1fff787d68d0247fa927427865d8e0a56bd76cb8aa6ada8629b9211bc1a,376471,376471,0,0,,,observed,reordered_header,metadata_and_local_hash,
