object_key,size_bytes,last_modified,publication_period_start,publication_period_end,schema_family,header_variant_id,header_variant_key,local_retained,local_size_matches_listing,content_sha256,raw_rows,silver_rows,quarantine_rows,reconciliation_delta,supersedes_object_key,supersession_evidence,evidence_class,incident_classification,publication_status,notes
usage-stats/307JourneyDataExtract02Mar2022-08Mar2022.csv,27700799,2022-07-13T09:29:32.000Z,2022-03-02,2022-03-08,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,3bac41abc155cd9dc37618c2fb43d3dbc309c86e6ca62a78cdc3e7fa04340756,225094,225094,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/308JourneyDataExtract09Mar2022-15Mar2022.csv,27192038,2022-07-13T09:29:32.000Z,2022-03-09,2022-03-15,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,ea175e22c580e5c8fe2a8e4e62dc7ea03473af48d54014d7ef72db57b7dcc304,220760,220760,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/309JourneyDataExtract16Mar2022-22Mar2022.csv,29735757,2022-07-13T09:29:32.000Z,2022-03-16,2022-03-22,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,a08c461e4847b0ca60512314bb913141dd48763e820debcbb70db1ea38dfab15,241055,241055,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/30JourneyDataExtract02Nov2016-08Nov2016.csv,19636191,2016-11-15T16:46:11.000Z,2016-11-02,2016-11-08,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/310JourneyDataExtract23Mar2022-29Mar2022.csv,32700384,2022-07-13T09:29:32.000Z,2022-03-23,2022-03-29,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,2efaa27ca6133903f4f060dd84d0540952f0aaa1675cedf2d9826545150d0f01,265063,265063,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/311JourneyDataExtract30Mar2022-05Apr2022.csv,23208417,2022-07-13T09:29:32.000Z,2022-03-30,2022-04-05,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,eb2458a85c72a6b8497d15a2b316fcbeed2431db84986985759b6a75d30087af,188582,188582,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/312JourneyDataExtract06Apr2022-12Apr2022.csv,26715932,2022-07-13T09:29:32.000Z,2022-04-06,2022-04-12,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,42329662ec5811b6abf2a560e9ca99219b5d95a5a54591e07f86ab4069011be9,216706,216706,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/313JourneyDataExtract13Apr2022-19Apr2022.csv,32971835,2022-07-13T09:29:32.000Z,2022-04-13,2022-04-19,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,0094f953e54b93252d37b57761e882b4047e35f80944cc0ea634fad5bf8d5666,266625,266625,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/314JourneyDataExtract20Apr2022-26Apr2022.csv,32219175,2022-07-13T09:29:32.000Z,2022-04-20,2022-04-26,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,72af53e26dba71c6ef331a64587691712bd67e5f169f80292292133872446e4b,261260,261260,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/315JourneyDataExtract27Apr2022-03May2022.csv,30843209,2022-07-13T09:29:32.000Z,2022-04-27,2022-05-03,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,d069a87b88cf845f973a77cfc0a3ac9e8b8dfe0d1306399910d30bef9ed9c681,250157,250157,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/316JourneyDataExtract04May2022-10May2022.csv,34480431,2022-07-13T09:29:32.000Z,2022-05-04,2022-05-10,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,a195303c4e3ceb7f6d7d643ef03b05829bed19e05f98d7df8b398cc9e2546505,279647,279647,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/317JourneyDataExtract11May2022-17May2022.csv,33358870,2022-07-13T09:29:32.000Z,2022-05-11,2022-05-17,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,077c0cc34394b05f986285c4039608ba50eced1849265698a3a95db364f1c807,270609,270609,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/318JourneyDataExtract18May2022-24May2022.csv,34242871,2022-07-13T09:29:31.000Z,2022-05-18,2022-05-24,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,644e4048cd5fc9ad740d958deb5982557dc7b3a129025d9a8450e4e3ea8205a5,277405,277405,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/319JourneyDataExtract25May2022-31May2022.csv,32108255,2022-07-13T09:29:31.000Z,2022-05-25,2022-05-31,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,13f71fde6488229d60aa8766ab95c3dc6330331a4636db3525f56f63e640df4d,260270,260270,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/31JourneyDataExtract09Nov2016-15Nov2016.csv,18801936,2016-11-24T17:15:28.000Z,2016-11-09,2016-11-15,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/320JourneyDataExtract01Jun2022-07Jun2022.csv,32694877,2022-07-13T09:29:31.000Z,2022-06-01,2022-06-07,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,9616763971c8c990dff72fd9e0a5b0cf701a4dfd9bbd898c9c6a0639aab0aaba,264623,264623,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/321JourneyDataExtract08Jun2022-14Jun2022.csv,36228063,2022-07-13T09:29:31.000Z,2022-06-08,2022-06-14,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,180aa780374b2a7bd3d4e79723f6d771d054df5aded0cecb97d2b4fb7c21699a,293625,293625,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/322JourneyDataExtract15Jun2022-21Jun2022.csv,39163722,2022-07-13T09:29:31.000Z,2022-06-15,2022-06-21,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,0fea3bf061689f1609f845a1920964477fc3c99a53277d4533ff7ac48d00c576,317274,317274,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/323JourneyDataExtract22Jun2022-28Jun2022.csv,38349768,2022-07-13T09:29:31.000Z,2022-06-22,2022-06-28,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,8202a68e9ef4cd3f1822833286a124f5cf6bf5f60c3a3cf19f3438c1a819ed36,310632,310632,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/324JourneyDataExtract29Jun2022-05Jul2022.csv,35707750,2022-07-13T09:29:31.000Z,2022-06-29,2022-07-05,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,e797ed8f344ba091b29e902ac8865d3dde8a8dd4e399bf3c031d55262e6e9d32,289656,289656,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/325JourneyDataExtract06Jul2022-12Jul2022.csv,37326061,2022-11-03T16:16:49.000Z,2022-07-06,2022-07-12,classic,sha256:71d7d8f9c87ce5dea1fd9f3a721b9c62d58614b31fc52f9c213eb714bad32bc6,classic_missing_end_station_id,true,true,e597a9311d5e184113e8ad42178b57668cc43215963343076583629ce08eef7f,312144,312144,0,0,,,observed,missing_end_station_identifier,metadata_and_local_hash,
usage-stats/326JourneyDataExtract13Jul2022-19Jul2022.csv,36981610,2022-11-03T16:16:49.000Z,2022-07-13,2022-07-19,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,1fc45728bb2a8b357b292eca22ab90c1586c1d025c3bd8eb34ba3c433035e212,299621,299621,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/327JourneyDataExtract20Jul2022-26Jul2022.csv,34926148,2022-11-03T16:16:49.000Z,2022-07-20,2022-07-26,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,9b9dce609022e089ad4641dbe6c6c7c932eb770a468ac7e141c2d5c1d1a39adb,283364,283364,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/328JourneyDataExtract27Jul2022-02Aug2022.csv,34947799,2022-11-03T16:16:49.000Z,2022-07-27,2022-08-02,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,17089f856be03f7c1a76f23f3b52dd0f002da7c110a88e57f66664a56c3d2ce6,283640,283640,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/329JourneyDataExtract03Aug2022-09Aug2022.csv,36480680,2022-11-03T16:16:49.000Z,2022-08-03,2022-08-09,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,039274f62e799c526fbe464eca7e6f4d17965175a176e480f33aa9ac55546a23,295626,295626,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/32JourneyDataExtract16Nov2016-22Nov2016.csv,19129013,2016-11-24T17:15:21.000Z,2016-11-16,2016-11-22,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/330JourneyDataExtract10Aug2022-16Aug2022.csv,34528128,2022-11-03T16:16:49.000Z,2022-08-10,2022-08-16,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,91571a8d20fb736ee5ecdcb39320e8900133f3008e66b8e2a02027750fa82bb3,279825,279825,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/331JourneyDataExtract17Aug2022-23Aug2022.csv,37616877,2022-11-03T16:16:49.000Z,2022-08-17,2022-08-23,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,13d7cde4851e3c39671d02dc3f481b1dcab39f7012a5fd62123217374af6c639,304858,304858,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/332JourneyDataExtract24Aug2022-30Aug2022.csv,30467708,2022-11-03T16:16:49.000Z,2022-08-24,2022-08-30,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,1dedd7413d761c4a1aa6c72b23c5049f9aaca570082906617553b59073c18797,246450,246450,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/333JourneyDataExtract31Aug2022-06Sep2022.csv,31274485,2022-11-03T16:16:49.000Z,2022-08-31,2022-09-06,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,84ecf6d55c057d377643db69cf3308b42e2a31b5bb130b08b6775073d7efa600,253601,253601,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/334JourneyDataExtract07Sep2022-11Sep2022.csv,11489789,2022-11-03T16:16:50.000Z,2022-09-07,2022-09-11,classic,sha256:fd29b77240c276d9a36d45413034fb40bfb3f9da796e0aef40fd45ea11a9758c,classic_standard,true,true,49e82afce5c78c8663977c0a00c96480535cd9b752b30e2faa71d25907d52ce0,93453,93453,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/335JourneyDataExtract12Sep2022-18Sep2022.csv,29673853,2023-01-17T14:25:51.000Z,2022-09-12,2022-09-18,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,45e724f5531979ce1f39abc9f315237b95673536647ef2fbe9c99609f759d895,178494,178494,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/336JourneyDataExtract19Sep2022-25Sep2022.csv,31009404,2023-01-17T14:25:51.000Z,2022-09-19,2022-09-25,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,44385a41a38c4109955a8c981c54097a9366fb6b7f68e76e1fde4c4acd5aa117,186434,186434,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/337JourneyDataExtract26Sep2022-02Oct2022.csv,28783388,2023-01-17T14:25:51.000Z,2022-09-26,2022-10-02,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,2ffbb1bf31bd2efed80f03a2752705e6f4a193365c0a7b7259ed99ef79dea768,173300,173298,2,0,,,observed,none,metadata_and_local_hash,
usage-stats/338JourneyDataExtract03Oct2022-09Oct2022.csv,34030592,2023-01-17T14:25:51.000Z,2022-10-03,2022-10-09,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,6bd26ff027ca340c9758a9473d808350d2ff76a1d4b43a1b4287b94ce61e855e,204517,204517,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/339JourneyDataExtract10Oct2022-16Oct2022.csv,32444840,2023-01-17T14:25:51.000Z,2022-10-10,2022-10-16,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,ba241703fa71c10eecda9a99cd6cf5493c2c901205c490e03df179633bf83601,194928,194928,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/33JourneyDataExtract23Nov2016-29Nov2016.csv,21182586,2017-02-02T17:11:16.000Z,2016-11-23,2016-11-29,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/340JourneyDataExtract17Oct2022-23Oct2022.csv,30625247,2023-01-17T14:25:51.000Z,2022-10-17,2022-10-23,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,07d7633a363daab4397d1ea0dc3748e1238c59b511c1e1c64640338da71a53b7,184097,184097,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/341JourneyDataExtract24Oct2022-30Oct2022.csv,33731445,2023-01-17T14:25:51.000Z,2022-10-24,2022-10-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,5bd1be8e79d2bbed0fbedc9a8011cd4abdb824611e7796c03138cc93d3983212,202605,202604,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/342JourneyDataExtract31Oct2022-06Nov2022.csv,26015526,2023-01-17T14:25:51.000Z,2022-10-31,2022-11-06,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,31b749bc57aa4aee6e39953a2e6ff241d655ee902f64021893a4889c596eefac,156440,156439,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/343JourneyDataExtract07Nov2022-13Nov2022.csv,32925841,2023-01-17T14:25:51.000Z,2022-11-07,2022-11-13,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,d1eee7f19d3b28e1ecb3c7f6c1c2bc0ce99bd570093b0aec4e9a7a582590651a,197950,197949,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/344JourneyDataExtract14Nov2022-20Nov2022.csv,26242728,2023-01-17T14:25:52.000Z,2022-11-14,2022-11-20,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,bf11fb384816f944dcdec04ea46551439370b998444bc31935d7be508a4f748a,157910,157910,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/345JourneyDataExtract21Nov2022-27Nov2022.csv,26331780,2023-01-17T14:25:52.000Z,2022-11-21,2022-11-27,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,5374cf557749c550efa8aabb9f438f3fea7f8969beab1513be6d6786ff5caeca,158545,158545,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/346JourneyDataExtract28Nov2022-04Dec2022.csv,27125351,2023-01-17T14:25:52.000Z,2022-11-28,2022-12-04,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,987f2534bda57d493c68db0ef44678d4f58cb676f6931908a0a5ea1c311a04ce,163363,163363,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/347JourneyDataExtract05Dec2022-11Dec2022.csv,23948166,2023-01-17T14:25:52.000Z,2022-12-05,2022-12-11,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,6ad127874ea4a2a48a86f0c905a1c8a334ff12f4179f93347bacafc031e473b4,144228,144228,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/348JourneyDataExtract12Dec2022-18Dec2022.csv,16265404,2023-01-17T14:27:37.000Z,2022-12-12,2022-12-18,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,8bf406c7ea24142ee18ecb14ff4439302923fa6ce62c986d9bf19f1308b2a40c,97901,97901,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/349JourneyDataExtract19Dec2022-25Dec2022.csv,15864800,2023-01-17T14:27:42.000Z,2022-12-19,2022-12-25,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,6175fefea77b088604ea5b7b38554320584514a3e1292d4954d5d1a0030757b5,95407,95407,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/34JourneyDataExtract30Nov2016-06Dec2016.csv,20338179,2017-02-02T17:11:11.000Z,2016-11-30,2016-12-06,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/350JourneyDataExtract26Dec2022-01Jan2023.csv,9833086,2023-01-17T14:27:57.000Z,2022-12-26,2023-01-01,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,a455aa0cef72dfe9d2f9fd8fa13f65ffa47b5b4ae430907e07f8bbfa438b78b1,58958,58958,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/351JourneyDataExtract02Jan2023-08Jan2023.csv,16412374,2023-01-17T14:28:05.000Z,2023-01-02,2023-01-08,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,cefccbef7c3b8c4d2ffac6e6192ee0a170094dc91ee53be9a03f3f30e1d42b43,98609,98609,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/352JourneyDataExtract09Jan2023-15Jan2023.csv,22413755,2023-04-17T14:02:30.000Z,2023-01-09,2023-01-15,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,1f6dd30cdf3de5c8c9252dd63bd409a3f8c83c7ec87cfbf8f6f6300fa3cca676,134869,134868,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/353JourneyDataExtract16Jan2023-22Jan2023.csv,23070859,2023-04-17T14:02:30.000Z,2023-01-16,2023-01-22,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,71eb612b5273fe9a7f0acf15abac519ee009f5393b0f6dd8376fb1ff9bb607da,138811,138811,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/354JourneyDataExtract23Jan2023-29Jan2023.csv,23151665,2023-04-17T14:02:30.000Z,2023-01-23,2023-01-29,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,89780d32541b6bd719c86a5680fa08fc94ac54c4923f6f95200128dedfbf25af,139358,139358,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/355JourneyDataExtract30Jan2023-05Feb2023.csv,25852638,2023-04-17T14:02:30.000Z,2023-01-30,2023-02-05,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,f79a7b3f6499e2f58c0f63a6a70a9a10a7a960281c0795f541c34590645eb664,155446,155446,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/356JourneyDataExtract06Feb2023-12Feb2023.csv,25676484,2023-04-17T14:02:30.000Z,2023-02-06,2023-02-12,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,d768b59dd1b9c8afd81414fbb46428711f2bfa0955ddd2240afcf37dd9cd8985,154506,154506,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/357JourneyDataExtract13Feb2023-19Feb2023.csv,26003825,2023-04-17T14:02:30.000Z,2023-02-13,2023-02-19,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,07f15f19cbbbd5ce1f30dd80087b73ceb2dbe7081737f354c1c0315a20a9c1f1,156333,156333,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/358JourneyDataExtract20Feb2023-26Feb2023.csv,24568401,2023-04-17T14:02:30.000Z,2023-02-20,2023-02-26,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,eb372bb6efe9e6031996ac0d09d410ac0412a6bcf5011a8fd6233088922bfc04,147892,147892,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/359JourneyDataExtract27Feb2023-05Mar2023.csv,24601185,2023-04-17T14:02:30.000Z,2023-02-27,2023-03-05,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,671e011bdbf9c0c24614d4c786f709c684478bf2194d0ab6dea0a58d5a4e9a52,148038,148038,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/35JourneyDataExtract07Dec2016-13Dec2016.csv,20959011,2017-02-02T17:11:06.000Z,2016-12-07,2016-12-13,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/360JourneyDataExtract06Mar2023-12Mar2023.csv,19712336,2023-04-17T14:02:30.000Z,2023-03-06,2023-03-12,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,6a9cbb3d59c5a148393ab7782586a06e0cac747cb9211c116c7a5c6d47976d66,118541,118541,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/361JourneyDataExtract13Mar2023-19Mar2023.csv,26377067,2023-04-17T14:02:30.000Z,2023-03-13,2023-03-19,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,e69ca6c1f2b76f08ab5e11fd0f23d4a840b0133b081991b2b47b0dcd29961ed2,158548,158547,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/362JourneyDataExtract20Mar2023-26Mar2023.csv,24504182,2023-04-17T14:02:30.000Z,2023-03-20,2023-03-26,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,f0dd441939a7102fb396a9ce901eefbedef8e45ae9abc3bff196a303e181e689,147469,147469,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/363JourneyDataExtract27Mar2023-02Apr2023.csv,22979148,2023-04-17T14:02:30.000Z,2023-03-27,2023-04-02,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,c892c2eeb6528f5a4f3e4c6b707f615b136c280114d770ea108a4fa147525a7a,138292,138292,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/364JourneyDataExtract03Apr2023-09Apr2023.csv,25094075,2023-06-21T14:25:56.000Z,2023-04-03,2023-04-09,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,fa71f0aeb75c90bcc16910da656f01db88b7c362eba0a450717cf325593aa40e,150399,150399,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/365JourneyDataExtract10Apr2023-16Apr2023.csv,21567595,2023-06-21T14:25:56.000Z,2023-04-10,2023-04-16,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,9107096e34b7360601e45f1980b7a0c2e692dca500c5a037969fcc3596be59ce,129528,129528,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/366JourneyDataExtract17Apr2023-23Apr2023.csv,27230594,2023-06-21T14:25:56.000Z,2023-04-17,2023-04-23,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,43be617412b595d61a08c5552ec9899b8fb7316853d0271181afe4b09d3306a4,163657,163657,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/367JourneyDataExtract24Apr2023-30Apr2023.csv,27895264,2023-06-21T14:25:56.000Z,2023-04-24,2023-04-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,7ea04a38484805e56c674b66d6a4d0707d52e2ad299d5e9dd2c51f3f3d02a05c,167475,167475,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/368JourneyDataExtract01May2023-07May2023.csv,28346328,2023-06-21T14:25:56.000Z,2023-05-01,2023-05-07,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,9961acb4d539003d15daf2cf582f7612689c4502b1330f088356502bf9509b40,170083,170083,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/369JourneyDataExtract08May2023-14May2023.csv,27967967,2023-06-21T14:25:56.000Z,2023-05-08,2023-05-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,d9a34c2c9f807cb6aed0e5ea3fc08764755435ccc2e679d01f6d3a9802ba22f6,167891,167890,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/36JourneyDataExtract14Dec2016-20Dec2016.csv,20169339,2017-02-02T17:11:00.000Z,2016-12-14,2016-12-20,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/370JourneyDataExtract15May2023-21May2023.csv,33267715,2023-06-21T14:25:56.000Z,2023-05-15,2023-05-21,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,7f224c6816b27ea8e976a2ad459c211d081fd31ed09d5d3fbb8db4747bca0845,199815,199814,1,0,,,observed,none,metadata_and_local_hash,
